Process ID	Wait Time (cycles)	Turnaround Time (cycles)
102	44822175215711	47642280792084
103	60879461436201	67488921776300
104	614341183871	1450992155452
105	33400368452793	35878810135224
106	41100465234325	43795513061659
107	19334825013815	21310649725454
108	65397998303656	72372859448489
109	16219434437321	18102941088357
110	69095596950700	76355117792983
111	79447350558344	83239313734512
112	174192533897	704572455804
113	2145259220572	2863183627456
114	93883115021695	98017284747328
115	81962127295863	89699516281646
116	12382509263340	15865737471736
117	31295349730251	36118890263388
118	46857272234600	52718191466166
119	36118890263388	41317561738652
120	91083162612098	95119631930404
121	22342730785870	26624504092678
122	0	186855504303
123	14761976362774	18427500790324
124	2863183627456	3721147212260
125	0	38788084764
126	22036448477924	24105429681931
127	82026578760852	85911281909288
128	1421582931582	1954644564098
129	34996168885169	37569117636165
130	95461842796825	103829469883394
131	75728602234235	79447350558344
132	106492423976025	110803446960498
133	18427500790324	22342730785870
134	115312997967913	124632417848857
135	7140491377314	9913200658955
136	60722067057968	63987607758000
137	121367597911896	126056410501434
138	58569004009968	61757124339376
139	99863559142195	108648954651508
140	2506535995126	3242986296168
141	46554473726314	49431440884977
142	87127637629921	91083162612098
143	69915244298906	73524750598548
144	803180466709	1694685697776
145	114001903855721	118584894576061
146	6585950363525	9324767074736
147	48476590265312	51423543429995
148	103829469883394	112779927904312
149	5738974695084	6901427944091
150	54638125357448	60879461436201
151	117855904398673	127179826798507
152	127179826798507	136797871981790
153	5105573989265	6195073372494
154	73524750598548	77204912803081
155	38788084764	94208484731
156	9150380827509	10607984846750
157	89857215920004	93883115021695
158	49431440884977	52386295909180
159	39027699508513	44369660390795
160	40208929174316	42901403576408
161	7407465048978	8766677630464
162	48666900985419	54638125357448
163	35878810135224	38455912504678
164	1295020926620	1790575880865
165	22813881626822	24971485475876
166	32553527758994	34996168885169
167	52718191466166	58891781932790
168	27848299803461	30182777057347
169	115245227085628	119848376114926
170	12157533881269	13778642503702
171	271001505411	506784618870
172	7746685980904	9150380827509
173	78263472407914	82026578760852
174	6195073372494	7407465048978
175	704572455804	1582149779457
176	134137127214022	139093974318754
177	85911281909288	89857215920004
178	29094092060116	33850724900143
179	1790575880865	2506535995126
180	63128121092	162782484843
181	74570379281768	78263472407914
182	37771736953902	43057928574644
183	92761951262056	96864423819346
184	8766677630464	10193958011159
185	51423543429995	54452826207541
186	13778642503702	15589609274291
187	583080192896	959311070221
188	80957453814989	84813888779807
189	11660862236977	13267014365563
190	76355117792983	83799076193215
191	47642280792084	50588707428815
192	55464377345556	58569004009968
193	24510455848874	29094092060116
194	89699516281646	97872422691904
195	23625853889383	28003920030957
196	101047529288613	105293999776014
197	41732093562	128227266588
198	44369660390795	49997083468442
199	108648954651508	117855904398673
200	43057928574644	48666900985419
201	67488921776300	74561370334041
202	9588211339709	11047230401284
203	128002204407807	132838753481578
204	106324229270671	115312997967913
205	98017284747328	102242777534475
206	411699336600	704501466153
207	45600797284369	48476590265312
208	79721950256386	87459048193367
209	96864423819346	101047529288613
210	3420170337380	4355156929368
211	94208484731	200466580991
212	833470736376	1295020926620
213	16605976580775	20424706631066
214	162782484843	344409340650
215	42901403576408	45600797284369
216	8169617497209	9588211339709
217	49997083468442	56069218237359
218	344409340650	583080192896
219	83799076193215	91663157482561
220	3242986296168	4148246069148
221	63987607758000	67400392613395
222	4214834570465	6177965761793
223	8638043298973	11547970198350
224	53560440079541	56650046463854
225	42125745492880	44822175215711
226	2671192555946	3420170337380
227	16494907446	63128121092
228	2630810656183	4214834570465
229	12641149714335	14387069347425
230	56650046463854	59817491297341
231	97872422691904	106324229270671
232	132838753481578	137782834584822
233	13039806632952	16605976580775
234	109594755402276	114001903855721
235	4148246069148	5105573989265
236	24105429681931	26337971355093
237	15589609274291	17432314618563
238	110803446960498	115245227085628
239	25533941653950	27848299803461
240	31894132266905	34330443663935
241	3721147212260	4671880434460
242	27214227944406	29530525870984
243	84813888779807	88759523408878
244	99288210149184	103516050475015
245	14387069347425	16219434437321
246	112185419346686	116729758938613
247	37569117636165	40208929174316
248	121987885725267	131503144647257
249	4457722580373	6585950363525
250	135674583616345	140673520893414
