Process ID	Wait Time (cycles)	Turnaround Time (cycles)
76	20579764554595	24674627282339
77	33887325011242	38967368867339
78	72397098897394	76071644301342
79	1873401693443	3306497677140
80	29160112219400	33887325011242
81	28239547320379	32927320387227
82	94208484731	181304751679
83	49622409021284	52594141672010
84	6892501609258	8160691162376
85	106123373360467	114927015413378
86	9953304070558	11482175164860
87	91580265536671	95680466366488
88	249277657869	491683447186
89	1526508868594	2612961785236
90	52386559979384	58542722852136
91	20575880918449	22618755527353
92	77272362197626	81024903209534
93	130056925225988	139736383362852
94	74623552475802	78323930956713
95	10554551093515	12117854080513
96	62054713130131	65405220247102
97	70982808186732	74623552475802
98	41732093562	106496896180
99	67438529586109	74497014344716
100	55907977199297	62153063729917
101	16708283534057	18605644938522
102	44766179014145	47586284590518
103	60829069246010	67438529586109
104	689857897013	1526508868594
105	32927320387227	37884203752089
106	41192415372780	43887463200114
107	19301999842952	21277824554591
108	66475008999536	69962439571952
109	16206202573596	18089709224632
110	69962439571952	73592199993093
111	79079674599457	86663600951793
112	285548477647	815928399554
113	2188140534954	2906064941838
114	93954143787109	98088313512742
115	81883200597008	89620589582791
116	12632223379502	14373837483700
117	31239251074888	36062791608025
118	46691949405501	49622409021284
119	36782665585587	39382001323219
120	89917674468803	93954143787109
121	22324881914923	26606655221731
122	106496896180	199924648331
123	14744127491827	18409651919377
124	3061837892229	3919801477033
125	0	38788084764
126	22073424822284	24142406026291
127	82087037309651	85971740458087
128	1329464514755	1862526147271
129	34209716834591	36782665585587
130	96943987217563	101127800760847
131	76071644301342	79790392625451
132	104110042323156	108421065307629
133	18409651919377	22324881914923
134	117499443347386	122159153287858
135	7313001920821	10085711202462
136	60768258352435	64033799052467
137	120679300046912	130056925225988
138	58542722852136	64918963510952
139	105377447202397	109770144957053
140	2325387591187	3061837892229
141	46632625662058	52386559979384
142	86663600951793	94574650916148
143	68915407528574	76134420127859
144	815928399554	1707433630621
145	111513318606232	120679300046912
146	7156615334258	8526023689863
147	48515996952867	51462950117550
148	108421065307629	112896294318088
149	5730048360251	6892501609258
150	55680936905322	58801604944698
151	118868004179256	123529965379173
152	126916782748853	131725805340494
153	4878709530080	7057708296538
154	73592199993093	77272362197626
155	38788084764	94208484731
156	9096947074274	10554551093515
157	89620589582791	97672387786173
158	48710105868779	54619815917185
159	38967368867339	44309329749621
160	40188768905177	42881243307269
161	7057708296538	9776133459510
162	49936752827268	55907977199297
163	34971854997572	37548957367026
164	1201182541122	1696737495367
165	22618755527353	24776359376407
166	32529213871397	34971854997572
167	52594141672010	55680936905322
168	27068177482028	29402654735914
169	112896294318088	117499443347386
170	12117854080513	13738962702946
171	199924648331	435707761790
172	7693252227669	9096947074274
173	78323930956713	82087037309651
174	5944223657774	7156615334258
175	762393879296	1201182541122
176	133679616821235	143593311030699
177	85971740458087	89917674468803
178	30150897451384	32529213871397
179	1862526147271	2578486261532
180	149623294118	249277657869
181	74497014344716	81883200597008
182	37884203752089	43170395372831
183	92841514660273	96943987217563
184	8526023689863	9953304070558
185	50532711227249	53561994004795
186	13738962702946	15549929473535
187	491683447186	867914324511
188	79790392625451	83646827590269
189	11482175164860	13088327293446
190	76134420127859	83578378528091
191	47586284590518	50532711227249
192	54619815917185	60829069246010
193	24776359376407	27068177482028
194	91355026318909	99527932729167
195	23861481178805	28239547320379
196	99863571835755	104110042323156
197	63128121092	149623294118
198	44309329749621	49936752827268
199	114264529305674	118868004179256
200	43887463200114	46691949405501
201	67446583907862	70982808186732
202	9579285004876	11038304066451
203	128288582590029	133125131663800
204	109770144957053	114264529305674
205	97672387786173	106123373360467
206	363253711614	948857970720
207	45640203971924	48515996952867
208	81024903209534	84893452178024
209	95680466366488	99863571835755
210	3327464042966	4262450634954
211	0	212516192521
212	867914324511	1329464514755
213	17392634817807	19301999842952
214	0	363253711614
215	42066785306184	44766179014145
216	8160691162376	9579285004876
217	51462950117550	54499017502008
218	212516192521	689857897013
219	83646827590269	87578868234942
220	3306497677140	5117017223101
221	64033799052467	67446583907862
222	4196985699518	6160116890846
223	8620194428026	11530121327403
224	53561994004795	56651600389108
225	41239766216395	46632625662058
226	2578486261532	3327464042966
227	16494907446	63128121092
228	2612961785236	4196985699518
229	12709941911147	16201781177327
230	56651600389108	59819045222595
231	98088313512742	102314216802125
232	133125131663800	138069212767044
233	13088327293446	14871412267357
234	106581764647341	110988913100786
235	3919801477033	4877129397150
236	24142406026291	26374947699453
237	15549929473535	17392634817807
238	107983613380830	116867173631090
239	25501116483087	27815474632598
240	31773405437561	34209716834591
241	3715201246475	4665934468675
242	26606655221731	31239251074888
243	84893452178024	88839086807095
244	99527932729167	107983613380830
245	14373837483700	16206202573596
246	110988913100786	115533252692713
247	37548957367026	40188768905177
248	122159153287858	126916782748853
249	4665934468675	5730048360251
250	135789754611849	145787629165988
