Process ID	Wait Time (cycles)	Turnaround Time (cycles)
195	35543379756213	39921445897787
196	150262234070980	158755175045782
197	32989814893	205980160945
198	66511404276197	72138827353844
199	170829722921199	180036672668364
200	65603170445369	71212142856144
201	101754926258421	108827374816162
202	14107317600386	17025355723536
203	192512251776298	202185349923841
204	164732546210499	173721314907741
205	146324262069438	154775247643732
206	569233872559	1154838131665
207	68632590185271	74384176147157
208	121241567525266	128978665462247
209	143456749775685	151822960714219
210	5202178091168	7072151275145
211	110840799935	323356992456
212	1395258153358	2318358533847
213	26405762680988	30224492731279
214	205980160945	569233872559
215	63233802769348	68632590185271
216	12119825586421	14957013271422
217	77104996129606	83177130898523
218	292575154794	769916859286
219	126009198140692	133873279430038
220	4971077636663	6781597182624
221	95949102348438	102774672059228
222	6247561873655	8210693064983
223	13203648008034	16113574907411
224	80327641448610	86506854217237
225	62156146193364	67549005639027
226	3704222528300	5202178091168
227	0	93266427292
228	3958342069125	5542365983407
229	19240180881408	22732020147588
230	85272517306804	91607406973778
231	147658693662785	156110500241552
232	198998177417944	208886339624432
233	19761917132147	23328087079970
234	160322253597320	169136550504210
235	5838874609672	7753530449906
236	36075467374083	40540550720407
237	23328087079970	27013497768514
238	161946162670939	170829722921199
239	38594124287410	43222840586432
240	47917869777083	52790492571144
241	5542365983407	7443832427807
242	39921445897787	44554041750944
243	127492541880930	135383811139072
244	148792282589885	157247963241548
245	21256972704893	24921702884686
246	166033358750861	175122037934716
247	55841685545225	61121308621528
248	182996992854308	192512251776298
249	6781597182624	8909824965776
250	203633207198899	213631081753038
